"id","time_parse","channel","usr_parse","msg_parse"
18178,"2023-11-14 02:05:52","#pulsechain","mariarahel!~maria","https://www.youtube.com/watch?v=__ZmlpqwO1A"
18177,"2023-11-14 02:01:57","#pulsechain","mariarahel!~maria","Centered At Today Ust-Labinsk"
18176,"2023-11-14 02:00:20","#pulsechain","mariarahel!~maria","In Which Separated Distilleries In Eastern Russia Were Tasked To Produce Incompatible Chemical Gasses"
18175,"2023-11-14 01:59:41","#pulsechain","mariarahel!~maria","He Was Set Up To Fail In The Red Scare"
18174,"2023-11-14 01:58:47","#pulsechain","mariarahel!~maria","Orpheus Was Tito's Father Who Managed The Continental Dollar Bank At Burbank"
18173,"2023-11-14 01:57:56","#pulsechain","mariarahel!~maria","The Loss Of Argoland Was Written About As The Orpheic Mystery"
18172,"2023-11-14 01:56:17","#pulsechain","mariarahel!~maria","https://www.youtube.com/watch?v=nU5FBNuKkGk"
18169,"2023-11-14 01:52:47","#pulsechain","mariarahel!~maria","https://www.youtube.com/watch?v=8mdbviBcrP8"
18168,"2023-11-14 01:51:53","#pulsechain","mariarahel!~maria","American Samoa Was The First New Nation Established In The Aftermath"
18167,"2023-11-14 01:51:13","#pulsechain","mariarahel!~maria","Josip Broz Tito's Dad Managed The Continental Dollar Bank At Burbank Before He Died At Argoland With Charles III"
18160,"2023-11-14 01:25:07","#pulsechain","mariarahel!~maria","https://www.youtube.com/watch?v=k-V3xxOvEks"
18159,"2023-11-14 01:24:35","#pulsechain","mariarahel!~maria","They Already Have Enough Lies Without Us"
18158,"2023-11-14 01:23:55","#pulsechain","mariarahel!~maria","ACTION Waves This Singular Enterprise"
18157,"2023-11-14 01:23:29","#pulsechain","mariarahel!~maria","Hide Eggs Til Easter"
18156,"2023-11-14 01:22:27","#pulsechain","mariarahel!~maria","Wear The Poppy"
18155,"2023-11-14 01:22:14","#pulsechain","mariarahel!~maria","One Destiny"
18154,"2023-11-14 01:21:52","#pulsechain","mariarahel!~maria","Two Symbol ASL Maacht Fuck Off"
18153,"2023-11-14 01:21:26","#pulsechain","mariarahel!~maria","Monaco Doesn't Really Give A Shit"
18152,"2023-11-14 01:21:16","#pulsechain","mariarahel!~maria","The Windsors Hate When Anything Like This Pumps Up The Volume"
18151,"2023-11-14 01:20:52","#pulsechain","mariarahel!~maria","I Don't Think It Will Pump Up The Volume"
18150,"2023-11-14 01:20:20","#pulsechain","mariarahel!~maria","Symbol COPS and Shortname Noogie Is Also An Option"
18149,"2023-11-14 01:19:44","#pulsechain","mariarahel!~maria","The Noogie Was Created For Police Authority"
18148,"2023-11-14 01:18:57","#pulsechain","mariarahel!~maria","I Can Release A Token With Symbol NOOGIE And Shortname Fraternal Order Of Police With Supply 911 If Everybody Wants"
18147,"2023-11-14 01:18:17","#pulsechain","mariarahel!~maria","One Noogie"
18146,"2023-11-14 01:17:56","#pulsechain","mariarahel!~maria","Mean Blockchains"
18145,"2023-11-14 01:17:36","#pulsechain","mariarahel!~maria","I Bet We Get Tina Fey Soon"
18144,"2023-11-14 01:17:17","#pulsechain","mariarahel!~maria","Writers Room"
18143,"2023-11-14 01:16:20","#pulsechain","mariarahel!~maria","We're Live With Seth Meyers"
18142,"2023-11-14 01:15:29","#pulsechain","mariarahel!~maria","https://www.youtube.com/watch?v=WchLZ2d8n8k"
18141,"2023-11-14 01:12:17","#pulsechain","mariarahel!~maria","Everybody Know What A Noogie Is ?"
18139,"2023-11-14 01:10:17","#pulsechain","mariarahel!~maria","I Know A Little Pope's Daddy That Says No"
18138,"2023-11-14 01:09:54","#pulsechain","mariarahel!~maria","2024 > 666 ?"
18137,"2023-11-14 01:04:27","#pulsechain","Chino!~oftc-webi","I'm a dragon. Will be a good year 2024"
18135,"2023-11-14 00:59:44","#pulsechain","mariarahel!~maria","Dragon For A Year"
18134,"2023-11-14 00:59:25","#pulsechain","mariarahel!~maria","Year Of The Dragon"
18133,"2023-11-14 00:59:07","#pulsechain","mariarahel!~maria","https://www.youtube.com/watch?v=Pz3DIgDcFjU"
18132,"2023-11-14 00:46:55","#pulsechain","mariarahel!~maria","Pope Francis' Father: https://www.youtube.com/watch?v=rdDE5owPUMc"
18129,"2023-11-14 00:28:57","#pulsechain","mariarahel!~maria","The Beverly Hillbillies Introduced Gilligan's Island To The Offices Of Papacy"
18126,"2023-11-14 00:27:00","#pulsechain","mariarahel!~maria","Charles Schwab's Dad: https://www.youtube.com/watch?v=dmCDJN0p3BM"
18125,"2023-11-14 00:23:47","#pulsechain","mariarahel!~maria","the vatican will remove Pope Leo IV from the list, it's the rules"
18124,"2023-11-14 00:22:16","#pulsechain","mariarahel!~maria","So Unus Sed Leo Can Fuck Off"
18123,"2023-11-14 00:22:07","#pulsechain","mariarahel!~maria","Charles Schwab Can't Be Pope Leo IV Any More"
18122,"2023-11-14 00:21:48","#pulsechain","mariarahel!~maria","he can't be pope now that i have identified him as within implicit heresy"
18121,"2023-11-14 00:21:04","#pulsechain","mariarahel!~maria","ACTION Waves At Charles Schwab"
18120,"2023-11-14 00:20:13","#pulsechain","mariarahel!~maria","he must operate through the vathek rules of the vatican"
18119,"2023-11-14 00:18:19","#pulsechain","mariarahel!~maria","his use of none of those 5 nukes is actively ""Sanctified"""
18118,"2023-11-14 00:17:53","#pulsechain","mariarahel!~maria","Charles Schwab Is Pope Leo IV Himself Alive Today"
18117,"2023-11-14 00:17:33","#pulsechain","mariarahel!~maria","you can make up all kinds of shit when you hold 5 nukes"
18116,"2023-11-14 00:17:01","#pulsechain","mariarahel!~maria","unus sed leo"
18115,"2023-11-14 00:16:52","#pulsechain","mariarahel!~maria","I heard they have 5 remaining nukes stored there"
18114,"2023-11-14 00:16:12","#pulsechain","mariarahel!~maria","https://www.youtube.com/watch?v=bnYX-AR3Ol4"
18113,"2023-11-14 00:14:05","#pulsechain","mariarahel!~maria","https://www.youtube.com/watch?v=VJA9LAeBx5A"
18112,"2023-11-14 00:13:09","#pulsechain","mariarahel!~maria","Yucca Mountain nuclear waste repository ?"
18111,"2023-11-14 00:12:05","#pulsechain","mariarahel!~maria","I think I know what his collateral is"
18110,"2023-11-14 00:08:33","#pulsechain","mariarahel!~maria","Franz Meinrad Schwab was Leo IV"
18109,"2023-11-14 00:08:12","#pulsechain","mariarahel!~maria","https://www.e-rara.ch/zuz/content/titleinfo/17773821?query=unus%20maximus"
18108,"2023-11-14 00:07:16","#pulsechain","mariarahel!~maria","I found the history of Leo Unus opposing Maximalism earlier"
18107,"2023-11-14 00:06:55","#pulsechain","mariarahel!~maria","https://www.youtube.com/watch?v=QuDROumJnlk"
18103,"2023-11-13 23:58:35","#pulsechain","mariarahel!~maria","they didn't finish"
18102,"2023-11-13 23:56:49","#pulsechain","mariarahel!~maria","the synod on synodality was supposed to help"
18101,"2023-11-13 23:56:17","#pulsechain","mariarahel!~maria","that's where we're at"
18100,"2023-11-13 23:56:07","#pulsechain","mariarahel!~maria","Disquisition Has An Enormous History Of Denying The Body"
18099,"2023-11-13 23:54:55","#pulsechain","mariarahel!~maria","that was the point"
18098,"2023-11-13 23:54:46","#pulsechain","mariarahel!~maria","but together they literally produce a mathematical definition for the end of external frame of reference"
18097,"2023-11-13 23:53:32","#pulsechain","mariarahel!~maria","the Fa & Faung classes have had unwavering support for almost 6 years"
18096,"2023-11-13 23:52:20","#pulsechain","mariarahel!~maria","help identify disquisitors so they can be engaged to test us to prove not #1"
18095,"2023-11-13 23:51:36","#pulsechain","mariarahel!~maria","pump up the volume"
18094,"2023-11-13 23:51:27","#pulsechain","moose_!uid622835","or do you think it is only a matter of time?"
18093,"2023-11-13 23:51:14","#pulsechain","moose_!uid622835","is there anything we, as a community, can do to help provide any additional value to the atropa ecosystem in the meantime?"
18092,"2023-11-13 23:49:13","#pulsechain","mariarahel!~maria","and they're stalling more than i am"
18091,"2023-11-13 23:49:02","#pulsechain","mariarahel!~maria","Disquisition Is Supposed To Fail #1 Or Be Failed Itself"
18090,"2023-11-13 23:48:46","#pulsechain","mariarahel!~maria","Disquisition"
18089,"2023-11-13 23:47:55","#pulsechain","mariarahel!~maria","other things are simply proving more important"
18088,"2023-11-13 23:47:27","#pulsechain","mariarahel!~maria","If I have the #1 solution then I should be able to define Production"
18087,"2023-11-13 23:44:16","#pulsechain","mariarahel!~maria","it's still too much not to stall"
18086,"2023-11-13 23:41:32","#pulsechain","mariarahel!~maria","https://www.youtube.com/watch?v=nNK3u8uVG7o"
18085,"2023-11-13 23:41:04","#pulsechain","mariarahel!~maria","my solution has to be organic, accurate, and real"
18084,"2023-11-13 23:39:38","#pulsechain","mariarahel!~maria","and the dualistic use of ModPow/XOR is unprecendented outside of faulty code"
18083,"2023-11-13 23:39:08","#pulsechain","mariarahel!~maria","If I move forward with a faulty theory then that's bad"
18082,"2023-11-13 23:38:43","#pulsechain","mariarahel!~maria","so I'm stalling"
18081,"2023-11-13 23:38:36","#pulsechain","mariarahel!~maria","as is I am only getting not consensus negativity"
18080,"2023-11-13 23:38:20","#pulsechain","mariarahel!~maria","If I could get a consensus positivity that my use of ModPow/XOR is significant I would move forward quickly"
18079,"2023-11-13 23:36:53","#pulsechain","mariarahel!~maria","probably will"
18078,"2023-11-13 23:36:42","#pulsechain","mariarahel!~maria","I may or may not include hungry/thirsty organisms before CA"
18077,"2023-11-13 23:36:34","#pulsechain","moose_!uid622835","gotcha"
18076,"2023-11-13 23:36:09","#pulsechain","mariarahel!~maria","everything further than Mesa is currently out of scope"
18075,"2023-11-13 23:35:51","#pulsechain","moose_!uid622835","Is Mesa the final phase? Or is it followed afterwards?"
18073,"2023-11-13 23:34:41","#pulsechain","mariarahel!~maria","optimistally I will hit Mesa before Certificate Authority: https://www.youtube.com/watch?v=pI2v-CfzRwo"
18072,"2023-11-13 23:34:07","#pulsechain","mariarahel!~maria","everything in that butte video is fake"
18071,"2023-11-13 23:33:21","#pulsechain","mariarahel!~maria","https://www.youtube.com/watch?v=fduu9iTcZd0"
18070,"2023-11-13 23:32:35","#pulsechain","mark_!~oftc-webi","How about your $100 tsfi prediction"
18069,"2023-11-13 23:32:27","#pulsechain","mariarahel!~maria","First Erosion Of Bute is where the code is at"
18068,"2023-11-13 23:31:40","#pulsechain","mariarahel!~maria","https://www.youtube.com/watch?v=RxSwHlHr8Fc"
18067,"2023-11-13 23:31:28","#pulsechain","mariarahel!~maria","the current code milestone is Bute, and the next one is Arete"
18066,"2023-11-13 23:31:26","#pulsechain","moose_!uid622835","that sounds good to me!"
18065,"2023-11-13 23:30:57","#pulsechain","mariarahel!~maria","75% confidence"
18064,"2023-11-13 23:30:11","#pulsechain","moose_!uid622835","are you still confident in your 3 cent atropa prediction by the end of Q4 2023?"
18063,"2023-11-13 23:28:55","#pulsechain","mariarahel!~maria","there are a lot of ways the certificate authority can work"
18062,"2023-11-13 23:28:25","#pulsechain","mariarahel!~maria","and there's not enough value in the atropa ecosystem to support the creation of a certificate authority yet"
18061,"2023-11-13 23:28:02","#pulsechain","mariarahel!~maria","i don't have any parallel for comparison as is, so moving forward I don't have anything to beat"
18060,"2023-11-13 23:26:56","#pulsechain","mariarahel!~maria","not so much, it's only a matter of value"
18058,"2023-11-13 23:26:17","#pulsechain","mark_!~oftc-webi","I'm guessing everything is on hold until these milestones are hit."
18054,"2023-11-13 23:25:05","#pulsechain","mariarahel!~maria","there are some physics of motion that are the next major milestone, that i have not worked out yet"
18052,"2023-11-13 23:24:26","#pulsechain","mariarahel!~maria","it's not all that significant"
18050,"2023-11-13 23:23:18","#pulsechain","mariarahel!~maria","i am open to considering the value-add of moving more on that side"
18049,"2023-11-13 23:22:59","#pulsechain","mariarahel!~maria","but the value could be projected"
18048,"2023-11-13 23:22:44","#pulsechain","moose_!uid622835","does it seem like RH would tend to agree?"
18047,"2023-11-13 23:22:28","#pulsechain","mariarahel!~maria","the extant code is already meeting all the goals i have in mind for now"
18046,"2023-11-13 23:21:43","#pulsechain","mariarahel!~maria","there's not enough value-add in the solution"
18045,"2023-11-13 23:21:20","#pulsechain","moose_!uid622835","is there anything that takes priority over solving it at the moment?"
18044,"2023-11-13 23:21:03","#pulsechain","mariarahel!~maria","i have the next few minor changes already in mind"
18043,"2023-11-13 23:20:33","#pulsechain","mariarahel!~maria","could probably get it within a day or two if i was motivated"
18040,"2023-11-13 23:20:00","#pulsechain","moose_!uid622835","@mariarahel how is the water equation coming along?"
17227,"2023-11-12 15:20:09","#pulsechain","Memory-of-Andromeda!~Andromeda","mariarahel has been added to auto ops"
17225,"2023-11-12 15:20:05","#pulsechain","alexander_as_helios!alexander_","!op add mariarahel"
17212,"2023-11-12 13:32:13","#pulsechain","Mother_pro_Crypto!uid627332","Bots Dont Eat 🤖🚫🍔🍟🚀🌖🔥💯"
17213,"2023-11-12 13:32:13","#pulsechain","Mother_pro_Crypto!uid627332","0x253a72195ac8cC6C85e281A8F21C0E0C75553168 :Mother_pro_Crypto!uid627332@id-627332.uxbridge.irccloud.com PRIVMSG #pulsechain :Verified ✅ Renounced ✅ :Mother_pro_Crypto!uid627332@id-627332.uxbridge.irccloud.com PRIVMSG #pulsechain :Fair/Stealth ✅ Safu ✅ :Mother_pro_Crypto!uid627332@id-627332.uxbridge.irccloud.com PRIVMSG #pulsechain :Locked 🔐💯"
17210,"2023-11-12 13:29:53","#pulsechain","Mother_pro_Crypto!uid627332","hello"
16738,"2023-11-10 16:33:03","#pulsechain","GabrielMR!sid622845","PassportPowell: how are you doing buddy :)"
16737,"2023-11-10 16:28:41","#pulsechain","GabrielMR!sid622845","@BigPoppy: what most interests you in st Joseph adoration?"
16652,"2023-11-10 06:23:29","#pulsechain","BigPoppy!uid622725","https://youtu.be/h92WKKBf_G0?feature=shared"
16341,"2023-11-09 18:14:03","#pulsechain","newb!~newb","Q"
16340,"2023-11-09 18:13:58","#pulsechain","CTCPServ!services","VERSION"
15589,"2023-10-31 20:24:36","#pulsechain","koss11[m]!~koss11mat","🤪"
15575,"2023-10-31 18:21:13","#pulsechain","alexander_as_helios!alexander_","i have my own matrix server with about 40 news feeds hooked up to different channels but i dont like how unreliable webhooks are as the matrix protocol grows"
15571,"2023-10-31 18:04:46","#pulsechain","alexander_as_helios!alexander_","maybe too soon to open up your pillow fort"
15569,"2023-10-31 18:02:57","#pulsechain","alexander_as_helios!alexander_","matrix?"
15568,"2023-10-31 18:02:46","#pulsechain","alexander_as_helios!alexander_","i assumed that since you didnt register anything lol"
15566,"2023-10-31 18:00:03","#pulsechain","mariarahel!~maria","certainly not my place"
15565,"2023-10-31 17:59:41","#pulsechain","mariarahel!~maria","it might be decentralized but there are still active controllers working on active monitoring and controls"
15564,"2023-10-31 17:56:52","#pulsechain","mariarahel!~maria","might be too epic to reach official"
15562,"2023-10-31 17:55:39","#pulsechain","ogwebchef888!~ogwebchef","https://www.youtube.com/watch?v=6zT4Y-QNdto"
15561,"2023-10-31 17:55:01","#pulsechain","mariarahel!~maria","we should consider acquiring the right to log officially for pulsechain"
15560,"2023-10-31 17:53:42","#pulsechain","alexander_as_helios!alexander_","candlekindle had no choice after 414 gamified it, said whoever gets op had to op everyone else, was never going to happen at that point lol"
15557,"2023-10-31 17:51:39","#pulsechain","candlekindle!~candlekin","Glad to see that oftc was able to make mod changes. Did not appear that my crusade of reminder messages to leave the room was effective at all."
15541,"2023-10-31 15:26:22","#pulsechain","ogwebchef888!~ogwebchef","Kill all the zeros"
15540,"2023-10-31 15:26:02","#pulsechain","ogwebchef888!~ogwebchef","LFG"
15538,"2023-10-31 15:17:01","#pulsechain","SHVDXW9!~SHVDXW9","thanks for op statuts, lfg"
15537,"2023-10-31 15:16:38","#pulsechain","SHVDXW9!~SHVDXW9","gm"
15526,"2023-10-31 14:54:59","#pulsechain","midnightmadwalk!uid622745","Test"
15486,"2023-10-31 14:22:37","#pulsechain","alexander_as_helios!alexander_","oftc op"
15484,"2023-10-31 14:22:26","#pulsechain","alexander_as_helios!alexander_","if you see Myon around show him some love"
15483,"2023-10-31 14:22:10","#pulsechain","alexander_as_helios!alexander_","🫡"
15482,"2023-10-31 14:22:06","#pulsechain","mariarahel!~maria","I think GabrielMR has contributed too"
15481,"2023-10-31 14:22:00","#pulsechain","ogwebchef888!~ogwebchef","Thanks @alexander_as_helios you're the best fam"
15480,"2023-10-31 14:21:57","#pulsechain","mariarahel!~maria","i think BigPoppy and SHVDXW9 also should be opped"
15479,"2023-10-31 14:21:45","#pulsechain","mariarahel!~maria","yay !"
15445,"2023-10-31 09:01:13","#pulsechain","Myon!~myon","alexander_as_helios: ^"
15425,"2023-10-31 04:08:27","#pulsechain","candlekindle!~candlekin","***** If you see this message then please leave this #pulsechain room PERMANENTLY ******... (full message at <https://matrix.org/_matrix/media/v3/download/matrix.org/CTOALojobeLPPaPBRWdhlcSQ>)"
15418,"2023-10-30 22:15:32","#pulsechain","candlekindle!~candlekin","<robin_> ""It won't let me out, I can't..."" <- PC, right click the room named # pulsechain and choose leave. Mobile, try holding down the room name and seeing if options come up where you can choose ""Leave"""
15417,"2023-10-30 22:01:31","#pulsechain","robin_!uid622846","It won't let me out, I can't find a way."
15414,"2023-10-30 21:20:45","#pulsechain","candlekindle!~candlekin","***** If you see this message then please leave this #pulsechain room PERMANENTLY ******... (full message at <https://matrix.org/_matrix/media/v3/download/matrix.org/mArueClbMqTLXaJkCzVwMSls>)"
15381,"2023-10-30 17:22:07","#pulsechain","candlekindle!~candlekin","***** If you see this message then please leave this #pulsechain room PERMANENTLY ******... (full message at <https://matrix.org/_matrix/media/v3/download/matrix.org/xiXnpKVtaWaJwALqXufTvTfa>)"
15378,"2023-10-30 16:57:28","#pulsechain","candlekindle!~candlekin"," * ***** If you see this message then please leave this #pulsechain room PERMANENTLY ******"
15373,"2023-10-30 16:36:07","#pulsechain","candlekindle!~candlekin","Wait, so we are good now?"
15372,"2023-10-30 16:33:55","#pulsechain","iTz_Black007!uid623708","👍 done"
15020,"2023-10-26 22:16:16","#pulsechain","vivian!~vivian","🤔"
14884,"2023-10-26 16:02:01","#pulsechain","gouzg!~moavinger","░░░░░▐▌░░░░░░░░░█░░░"
14883,"2023-10-26 16:01:59","#pulsechain","gouzg!~moavinger","░░░░░▐▀░░░░░░▐▌░░░░░ :gouzg!~moavinger@186.87.24.244 PRIVMSG #pulsechain :░░░░░░█░░░░░░░░█░░░░"
14882,"2023-10-26 16:01:57","#pulsechain","gouzg!~moavinger","░░░░░░░▀███▀█░▄░░░░░ :gouzg!~moavinger@186.87.24.244 PRIVMSG #pulsechain :░░░░░░▐▌▀▄▀▄▀▐▄░░░░░"
14881,"2023-10-26 16:01:55","#pulsechain","gouzg!~moavinger","▀█▌░░░▄░▀█▀░▀░░░░░░░ :gouzg!~moavinger@186.87.24.244 PRIVMSG #pulsechain :░░░░░░░▄▄▐▌▄▄░░░░░░░"
14880,"2023-10-26 16:01:53","#pulsechain","gouzg!~moavinger","░░░▌░▄▄▄▐▌▀▀▀░░░░░░░ :gouzg!~moavinger@186.87.24.244 PRIVMSG #pulsechain :▄░▐░░░▄▄░█░▀▀░░░░░░░ SEND THIS TO 4 PPL OR SKELINTONS WILL EAT YOU"
14879,"2023-10-26 16:01:51","#pulsechain","gouzg!~moavinger","░░░░▄▄▄██▀▀▀▀░░░░░░░ #SUPERBOWL :gouzg!~moavinger@186.87.24.244 PRIVMSG #pulsechain :░░░█▀▄▄▄█░▀▀░░░░░░░░"
14878,"2023-10-26 16:01:49","#pulsechain","gouzg!~moavinger","░░░░░░▀▄▀░░░▄▄▄▄▄▀▀░ ORG"
14877,"2023-10-26 16:01:47","#pulsechain","gouzg!~moavinger","░░░░░▐█▄█▌░░░░░░▀█▄░ NETS."
14876,"2023-10-26 16:01:45","#pulsechain","gouzg!~moavinger","░░░░░▐▀█▀▌░░░░▀█▄░░░ SUPER"
14875,"2023-10-26 16:01:43","#pulsechain","gouzg!~moavinger","░░░░░░▄▄▄░░▄██▄░░░░░ IRC."
14874,"2023-10-26 16:01:41","#pulsechain","gouzg!~moavinger","░░░░░░░░░░░░▄▐░░░░░░ U HAVE BEEN SPOOKED BY"
14815,"2023-10-26 13:18:16","#pulsechain","Cryptic420!~oftc-webi","Ok, sounds good. I'll leave now"
14814,"2023-10-26 13:17:23","#pulsechain","mariarahel!~maria","we have a log of everybody"
14813,"2023-10-26 13:17:12","#pulsechain","mariarahel!~maria","anybody that has committed thusfar can have ops on the new #pulsechain"
14810,"2023-10-26 13:16:25","#pulsechain","Cryptic420!~oftc-webi","we all migrate to atropa channel?"
14809,"2023-10-26 13:11:59","#pulsechain","mariarahel!~maria","i suggest we abandon this channel in order to regain ops"
14475,"2023-10-24 18:00:51","#pulsechain","webzzy!~madder","interesting decoding test....i found one solution but i know its wrong...keeps hunting. :)"
14448,"2023-10-24 14:24:35","#pulsechain","ogwebchef888!~ogwebchef","Realtime log of #pulsechain https://www.dropbox.com/scl/fi/8soh4bey50nig1d1w4a3y/pulsechain.log?rlkey=2gsbgjv8wq667fkcelqhvu62u&dl=0"
14293,"2023-10-24 01:17:07","#pulsechain","ogwebchef888!~ogwebchef","Pamp https://www.dextools.io/app/en/pulse/pair-explorer/0xd17c8388ca8fe021d8bcfe1e0ed83b9ab5ebf054"
14091,"2023-10-23 18:35:25","#pulsechain","alexander_as_helios!alexander_","https://rentry.co/atropa-qa-16"
13967,"2023-10-23 12:08:13","#pulsechain","FREEDOM_Tokens777!sid622718","https://youtu.be/MyObw4Dg5aI?si=pPV_Y3EOrI4v1-EP"
13966,"2023-10-23 12:08:10","#pulsechain","FREEDOM_Tokens777!sid622718","Have a GREAT day."
13965,"2023-10-23 12:07:19","#pulsechain","FREEDOM_Tokens777!sid622718","@madd: I'm glad I can improve your life. That's what it's all about. I didn't share ANY Link to a Book. FREEDOM will never share any Ref. Link to buy something. I only recommend ONE Book, but it's extremely Old and you've probably heard of it already 😄."
13949,"2023-10-23 10:11:01","#pulsechain","Cryptic420!~oftc-webi","Yo"
13908,"2023-10-23 07:04:47","#pulsechain","madd!~madd","https://youtu.be/L3dvzQwBBWM?si=Qsejjrg4-jPLcGmP"
13907,"2023-10-23 07:04:30","#pulsechain","madd!~madd","or sorry i messed the link with the one from @pedrodelavega"
13906,"2023-10-23 07:01:54","#pulsechain","madd!~madd","FREEDOM_Tokens777: thx for sharing this link. you personly improved my life, i just bought 2 books of this author on audible. <3"
13781,"2023-10-22 17:19:31","#pulsechain","alexander_as_helios!alexander_","https://rentry.co/atropa-qa-15"
13759,"2023-10-22 13:24:32","#pulsechain","pedrodelavega!~pedrodela","Manifestation primer. $THCN :pedrodelavega!~pedrodela@94-35-138-165.client-mvno.tiscali.it PRIVMSG #pulsechain :https://youtu.be/L3dvzQwBBWM?si=Qsejjrg4-jPLcGmP"
13758,"2023-10-22 13:19:50","#pulsechain","pedrodelavega!~pedrodela","https://www.youtube.com/watch?v=DE3PFfLIeN0&ab_channel=Giol%C3%AC%26Assia listen to some music with good vibes"
13757,"2023-10-22 13:15:32","#pulsechain","FREEDOM_Tokens777!sid622718","https://youtu.be/_mRK0nheqEE?si=knzdQqYRjPA6fshJ - Have a Great Day Everyone"
13756,"2023-10-22 13:15:11","#pulsechain","pedrodelavega!~pedrodela","https://www.thoughtcoin.tech/"
13755,"2023-10-22 13:14:32","#pulsechain","pedrodelavega!~pedrodela","https://dexscreener.com/pulsechain/0x58757fe5efa715ccdc7e299c4cdab2caff37a163"
13754,"2023-10-22 13:14:15","#pulsechain","pedrodelavega!~pedrodela","good very early project, THCN"
13582,"2023-10-21 19:04:41","#pulsechain","alexander_as_helios!alexander_","https://rentry.co/atropa-qa-14"
13325,"2023-10-20 22:31:22","#pulsechain","ogwebchef888!~ogwebchef","Yo"
13292,"2023-10-20 21:19:45","#pulsechain","ogwebchef888!~ogwebchef","Mic Check 123"
13270,"2023-10-20 20:10:44","#pulsechain","madd!~madd","moin"
13239,"2023-10-20 18:14:34","#pulsechain","alexander_as_helios!alexander_","https://rentry.co/atropa-qa-13"
12949,"2023-10-20 00:51:14","#pulsechain","mariarahel!~maria","chill"
12948,"2023-10-20 00:50:51","#pulsechain","ogwebchef888!~ogwebchef","𐿡𐿱𐿶𐿦𐿧𐿡𐿱𐿶𐿦𐿧"
12447,"2023-10-19 17:18:57","#pulsechain","alexander_as_helios!alexander_","https://rentry.co/atropa-qa-12"
11848,"2023-10-19 15:02:57","#pulsechain","Cryptic420!~oftc-webi","and no I didn't sell shiiiieeet"
11847,"2023-10-19 15:02:45","#pulsechain","Cryptic420!~oftc-webi","Yall didn't expect a 80-90% dump across the board? We headed to the moon no worries xD"
11846,"2023-10-19 15:02:12","#pulsechain","Cryptic420!~oftc-webi","Everyone chill"
11845,"2023-10-19 15:02:08","#pulsechain","Cryptic420!~oftc-webi","Yo"
10913,"2023-10-19 00:37:54","#pulsechain","PassportPowell!~PassportP","Hi everybody"
10265,"2023-10-18 17:24:37","#pulsechain","alexander_as_helios!alexander_","https://rentry.co/atropa-qa-11"
10178,"2023-10-18 16:02:21","#pulsechain","Nightshade!uid622767","+n"
9295,"2023-10-17 17:34:21","#pulsechain","alexander_as_helios!alexander_","https://rentry.co/atropa-qa-10"
8843,"2023-10-16 20:04:59","#pulsechain","hextrack!hextrack","im trying to bruteforce block.timestamp and difficulty so yeah not likely until it's ready"
8842,"2023-10-16 20:03:10","#pulsechain","mariarahel!~maria","the ones that had 0 tokens created are probably not going to be solveable without extreme effort"
8839,"2023-10-16 20:02:08","#pulsechain","hextrack!hextrack","im trying 0x9A4bd1D5C231fb8BF9c242f517Ec3Bb174d6Ac60"
8838,"2023-10-16 20:01:48","#pulsechain","mariarahel!~maria","https://notion-next-js-blog-starter-7p2etip66-batatavadax.vercel.app/the-one-with-atropa"
8837,"2023-10-16 20:01:42","#pulsechain","mariarahel!~maria","did you follow the blog tutorial ? it's very complete"
8836,"2023-10-16 20:00:57","#pulsechain","hextrack!hextrack","@mariarahel im getting heat stroke from my pc trying to solve varg0"
8770,"2023-10-16 17:05:08","#pulsechain","alexander_as_helios!alexander_","qa9 up"
8715,"2023-10-16 16:24:22","#pulsechain","ogwebchef888!~ogwebchef","U+1D329"
8656,"2023-10-16 13:38:28","#pulsechain","ogwebchef888!~ogwebchef","Any plans for UAE?"
8655,"2023-10-16 13:38:14","#pulsechain","ogwebchef888!~ogwebchef","@mariarahel would be a chad move to do a heavy lp with Tang Gang's HOA. Most consistently hype coin on pulse IMHO"
8654,"2023-10-16 13:35:21","#pulsechain","ogwebchef888!~ogwebchef","Top of the morning ladies and gents"
8588,"2023-10-16 06:31:32","#pulsechain","GabrielMR_!uid622845"," mariarahel:"
8589,"2023-10-16 06:31:32","#pulsechain","GabrielMR_!uid622845","there's an svg tree layout handler in there that's pretty good, and a btree database for large Markov chains :GabrielMR_!uid622845@id-622845.helmsley.irccloud.com PRIVMSG #pulsechain :GabrielMR - seems like a nice option for liquidty monitoring of the Atropa system :) Or would you suggest other methods or functional code to do this better ?"
8477,"2023-10-16 02:05:25","#pulsechain","Nightshade!uid622767","perfect, thank you <3"
8470,"2023-10-16 02:03:18","#pulsechain","mariarahel!~maria","it is designed for social applications"
8469,"2023-10-16 02:02:02","#pulsechain","Nightshade!uid622767","hi Maria, what plans are there for the the little man Yu 유 :-)"
8455,"2023-10-16 01:44:11","#pulsechain","snowflake!uid622851","thank you.."
8454,"2023-10-16 01:43:23","#pulsechain","mariarahel!~maria","if the bullion5 stays overvalued it will eventually be bought back and as it becomes undervalued it will be converted directly to bullion8"
8452,"2023-10-16 01:41:52","#pulsechain","mariarahel!~maria","they are both assets and they are intended to trade at a fixed ratio"
8451,"2023-10-16 01:41:33","#pulsechain","snowflake!uid622851","so is bullion 5 the financial instrument that manipulates bullion 8?"
