"id","time_parse","channel","usr_parse","msg_parse"
11932,"2023-10-19 15:47:28","#atropa","mariarahel!~maria","that line"
11931,"2023-10-19 15:47:21","#atropa","Minecraft_Sleepover!uid624365","when you state ""this might be in the chatlog"" you have not defined ""this""."
11930,"2023-10-19 15:45:17","#atropa","mariarahel!~maria","https://www.youtube.com/watch?v=7TyfGddB2Fo"
11929,"2023-10-19 15:44:49","#atropa","Minecraft_Sleepover!uid624365","sounding like a bot again"
11928,"2023-10-19 15:44:41","#atropa","mariarahel!~maria","this might go in the chatlog"
11927,"2023-10-19 15:44:17","#atropa","Minecraft_Sleepover!uid624365","a british multinational plumbing and heating products distributor??"
11926,"2023-10-19 15:44:08","#atropa","mariarahel!~maria","is my conversation pertinent to this channel ?"
11925,"2023-10-19 15:43:09","#atropa","mariarahel!~maria","FERG"
11924,"2023-10-19 15:42:10","#atropa","mariarahel!~maria","they're bigger than atropa"
11923,"2023-10-19 15:41:36","#atropa","mariarahel!~maria","i am planning to abstain"
11922,"2023-10-19 15:41:05","#atropa","Minecraft_Sleepover!uid624365","even if you were a robot it's still convenient to know how one should refer to you"
11921,"2023-10-19 15:41:01","#atropa","mariarahel!~maria","should i vote in the Ferguson PLC annual meeting ?"
11920,"2023-10-19 15:40:39","#atropa","Minecraft_Sleepover!uid624365","for simplicity sake"
11919,"2023-10-19 15:40:32","#atropa","Minecraft_Sleepover!uid624365","it's not a matter of caring. It's a matter of simplifying the way people refer to you"
11918,"2023-10-19 15:40:06","#atropa","mariarahel!~maria","show up for coffee if you care that much"
11917,"2023-10-19 15:39:49","#atropa","Minecraft_Sleepover!uid624365","mariarahel, some people are referring to you as he and some as she. Would you like to take this opportunity to clarify your gender or pronouns?"
11916,"2023-10-19 15:39:27","#atropa","mariarahel!~maria","i'll be hitting horror vibes cafe later after the gym"
11915,"2023-10-19 15:38:49","#atropa","mariarahel!~maria","at superba, in north hollywood, like i do every day between 7-9"
11914,"2023-10-19 15:38:35","#atropa","ceo!uid622832","Hola"
11913,"2023-10-19 15:38:25","#atropa","mariarahel!~maria","i had a kuign aman and a coffee"
11911,"2023-10-19 15:38:15","#atropa","b0s!~kandelain","maria did u have lunch already"
11910,"2023-10-19 15:37:53","#atropa","mariarahel!~maria","they are at a minimum collectable to us"
11909,"2023-10-19 15:37:39","#atropa","mariarahel!~maria","i can agree with that"
11908,"2023-10-19 15:37:37","#atropa","Minecraft_Sleepover!uid624365","its debatable whether or not a digital token denotes ""goods"" under the traditional definition."
11907,"2023-10-19 15:37:24","#atropa","mariarahel!~maria","i would like to continue inclusion of those 4 tokens as permanent references"
11906,"2023-10-19 15:37:06","#atropa","pdizzle2!~pdizzle4","they are goods and services in the pls ecosystem."
11905,"2023-10-19 15:36:57","#atropa","mariarahel!~maria","are tokens like hex, or hedron, or bitcoin, or ethereum also goods and services ?"
11904,"2023-10-19 15:36:24","#atropa","mariarahel!~maria","insofar as they are serving as the organizational foundation from which discussion of potentially producing a chatlog token is occurring, i would argue that goods and services are both appropriate terms"
11903,"2023-10-19 15:35:58","#atropa","Grav!~Grav","Goods are items, articles, products or commodities that customers purchase from companies."
11902,"2023-10-19 15:35:17","#atropa","b0s!~kandelain","@maria stock as in a stock car or stock as in a piece of company"
11901,"2023-10-19 15:35:12","#atropa","ironclad!uid623023","would be nice for the tax man"
11900,"2023-10-19 15:34:35","#atropa","mariarahel!~maria","i think that successfully covers all the words, grav. would anyone consider the atropa ecosystem to be at all related to goods and/or services ?"
11899,"2023-10-19 15:33:47","#atropa","Minecraft_Sleepover!uid624365","what about secondary majority"
11897,"2023-10-19 15:33:29","#atropa","mariarahel!~maria","nobody has primary majority at this juncture"
11896,"2023-10-19 15:33:21","#atropa","Minecraft_Sleepover!uid624365","ok doctor sues"
11895,"2023-10-19 15:33:08","#atropa","mariarahel!~maria","getting high on your own supply of atropa tokens"
11894,"2023-10-19 15:33:05","#atropa","Minecraft_Sleepover!uid624365","""it"" has not been specified"
11893,"2023-10-19 15:32:57","#atropa","Minecraft_Sleepover!uid624365","what shouldn't matter"
11892,"2023-10-19 15:32:46","#atropa","mariarahel!~maria","it shouldn't matter with atropa"
11891,"2023-10-19 15:32:28","#atropa","pdizzle2!~pdizzle4","never get high on your own suppply"
11890,"2023-10-19 15:32:09","#atropa","mariarahel!~maria","i like that singular definition otherwise"
11889,"2023-10-19 15:31:48","#atropa","mariarahel!~maria","do we need to further clarify ""supply"" ?"
11888,"2023-10-19 15:31:31","#atropa","Minecraft_Sleepover!uid624365","you present yourself like a chat bot"
11887,"2023-10-19 15:31:27","#atropa","Grav!~Grav","supply accumulated for future use; a store. In our case, a store of 'value'."
11886,"2023-10-19 15:31:13","#atropa","mariarahel!~maria","do we need to document a video of having looked that up ?"
11885,"2023-10-19 15:31:02","#atropa","mariarahel!~maria","what's gibberish ?"
11884,"2023-10-19 15:30:58","#atropa","Minecraft_Sleepover!uid624365","just so we are clear"
11883,"2023-10-19 15:30:48","#atropa","Minecraft_Sleepover!uid624365","so guys just to be clear the point of this chat is for mariarahel to present gibberish to us all and confuse us"
11882,"2023-10-19 15:30:38","#atropa","mariarahel!~maria","better even"
11881,"2023-10-19 15:30:35","#atropa","mariarahel!~maria","good start"
11880,"2023-10-19 15:30:23","#atropa","Minecraft_Sleepover!uid624365","yes okay riddler. but the riddle is not even coherent. Stock has multiple meanings"
11879,"2023-10-19 15:30:22","#atropa","ironclad!uid623023","i got frocks of stocks"
11878,"2023-10-19 15:30:20","#atropa","mariarahel!~maria","then how many blunts have you got ?"
11876,"2023-10-19 15:30:06","#atropa","mariarahel!~maria","blunt trauma ?"
11877,"2023-10-19 15:30:06","#atropa","Minecraft_Sleepover!uid624365","you're here to be the riddler"
11875,"2023-10-19 15:29:54","#atropa","Minecraft_Sleepover!uid624365","gibberish"
11874,"2023-10-19 15:29:49","#atropa","mariarahel!~maria","well how many stocks have you got ?"
11873,"2023-10-19 15:29:38","#atropa","Minecraft_Sleepover!uid624365","what does that have to do with anything"
11872,"2023-10-19 15:29:21","#atropa","mariarahel!~maria","i have some of those"
11871,"2023-10-19 15:29:04","#atropa","mariarahel!~maria","a gun stock can be a blunt trauma instrument"
11870,"2023-10-19 15:28:32","#atropa","Minecraft_Sleepover!uid624365","""feel clear related"" is not coherent"""
11869,"2023-10-19 15:28:28","#atropa","mariarahel!~maria","do you know what stock means ?"
11868,"2023-10-19 15:28:19","#atropa","Minecraft_Sleepover!uid624365","that's not a coherent statement"
11867,"2023-10-19 15:28:00","#atropa","mariarahel!~maria","i would like us to all feel clear related to comfort with the definition of that word"
11866,"2023-10-19 15:27:47","#atropa","ironclad!uid623023","yes like a corn stock"
11865,"2023-10-19 15:27:34","#atropa","Minecraft_Sleepover!uid624365","pivot point of what? and how does that relate to the definition of the word stock?"
11864,"2023-10-19 15:26:58","#atropa","mariarahel!~maria","is everybody clear on what the word stock means ?"
11863,"2023-10-19 15:26:45","#atropa","mariarahel!~maria","I think I found a good pivot point"
11862,"2023-10-19 15:25:40","#atropa","crypto!uid622914","https://youtu.be/jVowbqulI3w?si=b7CsVnAT4uBU7vwP"
11861,"2023-10-19 15:16:26","#atropa","robert__!uid622778","0x379877Af60547140caD225457CA226c8a3Cc8c67"
11860,"2023-10-19 15:15:01","#atropa","robert__!uid622778","@mariarahel: Since liberty is of great importance to you, how does that relate to the United States Constitution token?"
11858,"2023-10-19 15:13:57","#atropa","robert__!uid622778","Seems so. Let me try."
11857,"2023-10-19 15:13:53","#atropa","tetragrammaton3!~oftc-webi","#pulsechain"
11855,"2023-10-19 15:13:32","#atropa","alexander_as_helios!alexander_","theories floating around that some users are powered by AI"
11854,"2023-10-19 15:11:31","#atropa","Minecraft_Sleepover!uid624365","I seem to be immune"
11853,"2023-10-19 15:11:11","#atropa","Minecraft_Sleepover!uid624365","is there some kind of gibberish bug that everyone has caught where they are no longer able to write anything coherent?"
11844,"2023-10-19 14:59:20","#atropa","midnightmadwalk!uid622745","What color is your proofs ?"
11841,"2023-10-19 14:58:48","#atropa","midnightmadwalk!uid622745","Hii"
11836,"2023-10-19 14:54:01","#atropa","pdizzle2!~pdizzle4","the power of christ compells you"
11835,"2023-10-19 14:53:56","#atropa","rissa!uid624308","Nice, that's Maria dunking on satan. Broke satans legs."
11834,"2023-10-19 14:53:21","#atropa","rissa!uid624308","I dont care for Maria much, but Maria is not a thief. Quite transparent actually,"
11833,"2023-10-19 14:53:13","#atropa","FREEDOM_Tokens777!uid622718","https://usercontent.irccloud-cdn.com/file/sus07Rqp/satan+is+a+loser.jpg"
11832,"2023-10-19 14:52:41","#atropa","FREEDOM_Tokens777!uid622718","Satan, you lost AGAIN."
11831,"2023-10-19 14:52:03","#atropa","FREEDOM_Tokens777!uid622718","REEEEEEEEEEEE"
11830,"2023-10-19 14:52:01","#atropa","alexander_as_helios!alexander_","worked"
11829,"2023-10-19 14:51:58","#atropa","alexander_as_helios!alexander_","in the name of Jesus Christ, i rebuke you"
11827,"2023-10-19 14:51:53","#atropa","rissa!uid624308","He sold the bottom."
11826,"2023-10-19 14:51:52","#atropa","FREEDOM_Tokens777!uid622718","WHAT DID YOU DO WITH YOUR UP MASSIVE TEDDY BAGS???"
11825,"2023-10-19 14:51:47","#atropa","Satan!~oftc-webi","anyways you alll are cock suckers who suck marias cock.. but be warned.. she is a theif"
11824,"2023-10-19 14:51:09","#atropa","FREEDOM_Tokens777!uid622718","You were up massive on Teddy and WHAT?? What did you do with it??"
11822,"2023-10-19 14:50:52","#atropa","Satan!~oftc-webi","maria steal steal steal"
11821,"2023-10-19 14:50:46","#atropa","FREEDOM_Tokens777!uid622718","What did you do personally"
11819,"2023-10-19 14:50:42","#atropa","crypto!uid622914","Shiffted liquidity"
11818,"2023-10-19 14:50:41","#atropa","Satan!~oftc-webi","maria stealing"
11817,"2023-10-19 14:50:39","#atropa","FREEDOM_Tokens777!uid622718","You were up massive on teddy, then WHAT??"
11816,"2023-10-19 14:50:38","#atropa","Satan!~oftc-webi","maria stealing"
11815,"2023-10-19 14:50:34","#atropa","Satan!~oftc-webi","maria stelling from plebs"
11814,"2023-10-19 14:50:29","#atropa","Satan!~oftc-webi","maria stole using code"
11813,"2023-10-19 14:50:25","#atropa","Satan!~oftc-webi","maria stole money"
11812,"2023-10-19 14:50:24","#atropa","rissa!uid624308","He diamond handed to the bottom and sold"
11811,"2023-10-19 14:50:15","#atropa","rissa!uid624308","You're the average previous cycle hex owner"
11810,"2023-10-19 14:50:13","#atropa","FREEDOM_Tokens777!uid622718","You were up massive on Teddy then what ?"
11807,"2023-10-19 14:50:11","#atropa","Satan!~oftc-webi","using code"
11806,"2023-10-19 14:50:09","#atropa","Satan!~oftc-webi","but still she stole money"
11805,"2023-10-19 14:50:04","#atropa","rissa!uid624308","You lost on profit."
11804,"2023-10-19 14:50:03","#atropa","FREEDOM_Tokens777!uid622718","And ?"
11803,"2023-10-19 14:50:02","#atropa","Satan!~oftc-webi","nope lol"
11802,"2023-10-19 14:49:59","#atropa","rissa!uid624308","You're at a loss"
11801,"2023-10-19 14:49:51","#atropa","Satan!~oftc-webi","i was up massive on teddy you idiot"
11800,"2023-10-19 14:49:40","#atropa","Satan!~oftc-webi","nope"
11799,"2023-10-19 14:49:37","#atropa","rissa!uid624308","I am up 16% youre at a loss"
11798,"2023-10-19 14:49:35","#atropa","crypto!uid622914","#pounddamound"
11797,"2023-10-19 14:49:34","#atropa","FREEDOM_Tokens777!uid622718","Satan are the guy who created the Teddy Bear page on Twitter then deleted it that was crying in Twitter the other day?"
11796,"2023-10-19 14:49:31","#atropa","Satan!~oftc-webi","maria you are bitch"
11795,"2023-10-19 14:49:29","#atropa","rissa!uid624308","I am a winner"
11794,"2023-10-19 14:49:23","#atropa","Satan!~oftc-webi","lol you are a loser"
11793,"2023-10-19 14:49:16","#atropa","rissa!uid624308","You need to understand that people like me feed on people like you."
11792,"2023-10-19 14:49:15","#atropa","Satan!~oftc-webi","maria is a skank"
11791,"2023-10-19 14:49:06","#atropa","rissa!uid624308","No I stole your money"
11790,"2023-10-19 14:49:05","#atropa","Satan!~oftc-webi","maria is a theif"
11789,"2023-10-19 14:48:55","#atropa","Satan!~oftc-webi","maria stole people money"
11788,"2023-10-19 14:48:52","#atropa","rissa!uid624308","While Maria fucks you"
11786,"2023-10-19 14:48:47","#atropa","rissa!uid624308","You can only moan"
11787,"2023-10-19 14:48:47","#atropa","Satan!~oftc-webi","maria stole using illegal moves"
11785,"2023-10-19 14:48:44","#atropa","rissa!uid624308","You can't read a chart"
11784,"2023-10-19 14:48:39","#atropa","rissa!uid624308","If you did, you wouldn't sell bottoms"
11783,"2023-10-19 14:48:32","#atropa","Satan!~oftc-webi","lol"
11782,"2023-10-19 14:48:28","#atropa","rissa!uid624308","Your concerns do not matter, as you do not understand crypto"
11781,"2023-10-19 14:48:20","#atropa","Satan!~oftc-webi","reported her to the cia"
11780,"2023-10-19 14:48:10","#atropa","Satan!~oftc-webi","everyone gets banned for voicing concerns"
11779,"2023-10-19 14:47:59","#atropa","Satan!~oftc-webi","maria stole from more than just me"
11778,"2023-10-19 14:47:58","#atropa","rissa!uid624308","You sold the teddy bottom"
11777,"2023-10-19 14:47:42","#atropa","FREEDOM_Tokens777!uid622718","Satan maybe u need a little God cuz all that evil making you really stupid 🤣"
11776,"2023-10-19 14:47:27","#atropa","Satan!~oftc-webi","maria is a faggot"
11775,"2023-10-19 14:47:19","#atropa","Satan!~oftc-webi","plusd is better than pdai"
11774,"2023-10-19 14:47:13","#atropa","Satan!~oftc-webi","pwbtc is the only bitcoin that matters"
11773,"2023-10-19 14:47:09","#atropa","rissa!uid624308","Interesting, the prices are going up right now and im up 15% on your teddy bag"
11772,"2023-10-19 14:47:01","#atropa","FREEDOM_Tokens777!uid622718","Bitcoin is 28k lol"
11771,"2023-10-19 14:46:48","#atropa","Satan!~oftc-webi","the time is over"
11770,"2023-10-19 14:46:44","#atropa","Satan!~oftc-webi","all of atropa eco is going down"
11769,"2023-10-19 14:46:38","#atropa","rissa!uid624308","You sold the bottom not us"
11768,"2023-10-19 14:46:35","#atropa","Satan!~oftc-webi","lolol"
11767,"2023-10-19 14:46:32","#atropa","rissa!uid624308","Only lower we see is you"
11766,"2023-10-19 14:46:28","#atropa","rissa!uid624308","Keep bring broke.woah now"
11765,"2023-10-19 14:46:26","#atropa","Satan!~oftc-webi","who steals"
11764,"2023-10-19 14:46:22","#atropa","Satan!~oftc-webi","maria is a loser"
11763,"2023-10-19 14:46:20","#atropa","rissa!uid624308","In the world of crypto."
11762,"2023-10-19 14:46:17","#atropa","Satan!~oftc-webi","fucking hoe"
11761,"2023-10-19 14:46:15","#atropa","rissa!uid624308","All of you bottom sellers, are nobodies."
11760,"2023-10-19 14:46:01","#atropa","Satan!~oftc-webi","and smiles"
11759,"2023-10-19 14:45:56","#atropa","Satan!~oftc-webi","maria eats shitty ass holes"
11758,"2023-10-19 14:45:48","#atropa","Satan!~oftc-webi","shes a cock sucker"
11757,"2023-10-19 14:45:46","#atropa","rissa!uid624308","I am up on your teddy bag and many others while you're all at a loss. Lovers, I should say"
11756,"2023-10-19 14:45:43","#atropa","Satan!~oftc-webi","maria is here to steal from you"
11755,"2023-10-19 14:45:36","#atropa","Satan!~oftc-webi","lol so dumb"
11753,"2023-10-19 14:45:29","#atropa","rissa!uid624308","I understand 100%. That i bought your bag."
11754,"2023-10-19 14:45:29","#atropa","Satan!~oftc-webi","maria is a theif"
11752,"2023-10-19 14:45:23","#atropa","Satan!~oftc-webi","lol you so dumb lol"
11751,"2023-10-19 14:45:09","#atropa","Satan!~oftc-webi","you making shit up"
11750,"2023-10-19 14:45:07","#atropa","Satan!~oftc-webi","you dont understand"
11749,"2023-10-19 14:45:00","#atropa","rissa!uid624308","I stole your teddy bag, me. I bought the dip, not you. You sold it, we're not the same. You're pleb, I am smart. I am up 12% on your teddy bag. How does it feel?"
11748,"2023-10-19 14:44:53","#atropa","Satan!~oftc-webi","fuck you bitch"
11747,"2023-10-19 14:44:48","#atropa","Satan!~oftc-webi","you ugly pos"
11746,"2023-10-19 14:44:40","#atropa","Satan!~oftc-webi","anyways maria you fucking slut"
11745,"2023-10-19 14:44:35","#atropa","Satan!~oftc-webi",":)"
11744,"2023-10-19 14:44:26","#atropa","Satan!~oftc-webi","you can just fuck off"
11743,"2023-10-19 14:44:18","#atropa","Satan!~oftc-webi","for stealing"
11742,"2023-10-19 14:44:13","#atropa","Satan!~oftc-webi","im here to tell maria off"
11741,"2023-10-19 14:44:07","#atropa","Satan!~oftc-webi","i dont need to be a somebody in your eyes you freak lol"
11740,"2023-10-19 14:43:49","#atropa","rissa!uid624308","I hate Maria just as much as you do. I like the Maria that talks crypto. I hate the bullshit talking Maria. I do not like you Satan. You're a nobody. Just like me"
11739,"2023-10-19 14:43:47","#atropa","Satan!~oftc-webi","maria is a stupid stupid bitch"
11736,"2023-10-19 14:43:30","#atropa","Satan!~oftc-webi","you are boring"
11735,"2023-10-19 14:43:01","#atropa","rissa!uid624308","Yea, totally. You so would. But you can't. So shut the fuck up"
11734,"2023-10-19 14:42:33","#atropa","Satan!~oftc-webi","rissa ill knock you out lol"
11733,"2023-10-19 14:42:22","#atropa","rissa!uid624308","Satan, you're a pussy okay?"
11732,"2023-10-19 14:41:25","#atropa","Satan!~oftc-webi","ill be there at the coffee meet up to get my point across"
11731,"2023-10-19 14:41:07","#atropa","hhyyll!uid622777","Satan: leave my slut alone"
11730,"2023-10-19 14:41:03","#atropa","Satan!~oftc-webi","maria is prob uglier than caroline"
11729,"2023-10-19 14:40:51","#atropa","FREEDOM_Tokens777!uid622718","🥁🥁🥁🫡🫡🫡❤️❤️❤️👆👑🌊👍🎺🗝🗝🗝🙏🙏🙏🙏🙏🙏🙏"
11728,"2023-10-19 14:40:36","#atropa","Satan!~oftc-webi","all i know is maria is a fucking slut"
11727,"2023-10-19 14:40:01","#atropa","rissa!uid624308","FREEDOM_Tokens777: I like you, you're an amazing person."
11726,"2023-10-19 14:39:38","#atropa","FREEDOM_Tokens777!uid622718","GM"
11725,"2023-10-19 14:39:34","#atropa","FREEDOM_Tokens777!uid622718","@mariarahel: how do you like your coffee ?"
11724,"2023-10-19 14:38:15","#atropa","rissa!uid624308","Maverick, I am talking to you."
11723,"2023-10-19 14:37:52","#atropa","rissa!uid624308","There are telegram people watching, commenting. I see what you're saying, don't say this. Don't say that. If Maria did not want to speak with us, she would leave. The end."
11722,"2023-10-19 14:36:39","#atropa","rissa!uid624308","You were probably banned for a lack of understanding within crypto. And not being able to accept responsibility for your lack of knowledge"
11719,"2023-10-19 14:35:58","#atropa","rissa!uid624308","Satan: if you want your money back from teddy. Its because you sold. You gave your money to me. You don't need to be in crypto."
11718,"2023-10-19 14:35:26","#atropa","rissa!uid624308","Wait until maria comes back and I dont think you will get a response."
11717,"2023-10-19 14:32:03","#atropa","rissa!uid624308","Bots dont go for coffee R tard, they go for oil."
11716,"2023-10-19 14:31:55","#atropa","Minecraft_Sleepover!uid624365","would you like to comment on that?"
11715,"2023-10-19 14:31:37","#atropa","Minecraft_Sleepover!uid624365","@mariarahel well it seems that a lot of us are concerned that sometimes you don't make a lot of sense, and seem to just be saying random things. To the point that we've begun to speculate that you've left us in here with a chat bot of some kind."
11714,"2023-10-19 14:29:54","#atropa","mariarahel!~maria","going for coffee"
11713,"2023-10-19 14:29:39","#atropa","Satan!~oftc-webi","stupid bitch"
11712,"2023-10-19 14:29:26","#atropa","Satan!~oftc-webi","mARIA YOU FUCKING BANNED ME FOR WANTING TO ASK A QUESTION fuck you"
11711,"2023-10-19 14:29:10","#atropa","mariarahel!~maria","lot of noise in the chatlog over night"
11710,"2023-10-19 14:22:49","#atropa","Satan!~oftc-webi","you crazy bitch. fuck you. i want my fucking money back from teddy you fucking slut. or i will cut you"
11709,"2023-10-19 14:22:20","#atropa","Satan!~oftc-webi","maria marrrria"
11704,"2023-10-19 13:53:38","#atropa","rissa!uid624308","When you're left strokin it in san frisco. Don't say i didn't try to warn you."
11703,"2023-10-19 13:51:43","#atropa","rissa!uid624308","All in on PLSX now, will grant you more PLS as the spread closes between the two."
11702,"2023-10-19 13:51:13","#atropa","rissa!uid624308","DAI, PLSX, PLS, HEX in that order"
11701,"2023-10-19 13:50:57","#atropa","crypto!uid622914","I believe in TEKKKKKK"
11700,"2023-10-19 13:50:08","#atropa","b0s!~kandelain","so @rissa you believe on pulsechain, the only worthy buy right now is pDai"
11699,"2023-10-19 13:48:43","#atropa","rissa!uid624308","Not possible, her tolerance should be adapted by now. As that is how she acts every day."
11698,"2023-10-19 13:47:15","#atropa","hhyyll!uid622777","I think last night Maria was on LSD or some magic mushroom."
11697,"2023-10-19 13:46:30","#atropa","rissa!uid624308","I will leave 2m dai, and enjoy life"
11696,"2023-10-19 13:46:16","#atropa","rissa!uid624308","I am here for a dollar value I like, and I am out"
11693,"2023-10-19 13:45:54","#atropa","rissa!uid624308","I am not here for pegging"
11692,"2023-10-19 13:45:43","#atropa","crypto!uid622914","Let’s get to PEGGING"
11691,"2023-10-19 13:45:18","#atropa","rissa!uid624308","Within 3 years, ironically end of the bull. It will be peg, ANYWHERE within that 3 year mark. It will be pegged. As to whether it hits a dollar or goes to 2 prior to that. Thats different, that is not pegged"
11690,"2023-10-19 13:44:41","#atropa","crypto!uid622914","Am not here for shitcoins. Am here for THE TEKKKKKKK #pounddamound"
11689,"2023-10-19 13:44:30","#atropa","rissa!uid624308","Correct. If anyone believes the 3 year noise. You're crazy, that is a safety net guess."
11688,"2023-10-19 13:43:55","#atropa","b0s!~kandelain","nice volume too"
11687,"2023-10-19 13:43:04","#atropa","rissa!uid624308","Quite proportionate. Look at how dai increases in value in relation to pulse."
11686,"2023-10-19 13:43:02","#atropa","crypto!uid622914","Lmaooooo. Everyone is full of mind games"
11685,"2023-10-19 13:42:32","#atropa","crypto!uid622914","I like to take shots with A1A its connected to everything"
11684,"2023-10-19 13:42:29","#atropa","rissa!uid624308","Maria is full of mind games."
11683,"2023-10-19 13:42:20","#atropa","rissa!uid624308","Maria said 3 years. I'd say half that."
11682,"2023-10-19 13:42:05","#atropa","b0s!~kandelain","fr fr how long until peg"
11681,"2023-10-19 13:42:00","#atropa","b0s!~kandelain","but rissa"
11680,"2023-10-19 13:41:52","#atropa","rissa!uid624308","Take your shot with bear if you'd like, or any of the other shit coins"
11679,"2023-10-19 13:41:38","#atropa","rissa!uid624308","If you hold ""p""dai you cannot lose."
11678,"2023-10-19 13:41:19","#atropa","rissa!uid624308","It is not needed"
11677,"2023-10-19 13:41:16","#atropa","rissa!uid624308","Yes, ""p""dai. We added the p to represent pulse'wrapped copy of dai for identification."
11676,"2023-10-19 13:40:42","#atropa","b0s!~kandelain","you mean pDai @rissa"
11675,"2023-10-19 13:40:36","#atropa","crypto!uid622914","Those in early willl always eat or lose"
11674,"2023-10-19 13:40:33","#atropa","rissa!uid624308","You stick to dai, and that is it."
11673,"2023-10-19 13:40:26","#atropa","rissa!uid624308","414 is toxic"
11672,"2023-10-19 13:40:17","#atropa","rissa!uid624308","Look at PRS for example. Who are the winners? The creators. Early investors."
11671,"2023-10-19 13:40:10","#atropa","b0s!~kandelain","sniperbots win"
11670,"2023-10-19 13:40:07","#atropa","crypto!uid622914","Lmaoooo. I dont see a diff from what hes doing as to 414"
11669,"2023-10-19 13:39:52","#atropa","rissa!uid624308","When a project launches, who primarily wins. The creator"
11668,"2023-10-19 13:39:37","#atropa","crypto!uid622914","Lmao. @rissa. Dont let emotion get in the way of your gains."
11667,"2023-10-19 13:39:35","#atropa","rissa!uid624308","If you want to get in here and take peoples money, sure. Go for it. He is robbing his herd blind"
11666,"2023-10-19 13:39:31","#atropa","b0s!~kandelain","so i can follow and understand"
11665,"2023-10-19 13:39:26","#atropa","b0s!~kandelain","explain to me what he stands for"
11664,"2023-10-19 13:39:16","#atropa","rissa!uid624308","What that guy stands for is fucked."
11663,"2023-10-19 13:39:08","#atropa","rissa!uid624308","I'm not singling anyone out, asshat."
11662,"2023-10-19 13:38:56","#atropa","crypto!uid622914","We are all here for gains. So dont single out anyone."
11660,"2023-10-19 13:38:48","#atropa","rissa!uid624308","@crypto: yes but at the end of the day there is a reason the narcissistic asshole left the chat with no words"
11661,"2023-10-19 13:38:48","#atropa","b0s!~kandelain","reality of this shitterhole"
11659,"2023-10-19 13:38:42","#atropa","b0s!~kandelain","dude even Lockhead investors are praying for war so their shares can pump, while we are protesting against it"
11658,"2023-10-19 13:38:11","#atropa","crypto!uid622914","Facts. So you here for gains. Someone will get screwed."
11657,"2023-10-19 13:37:59","#atropa","b0s!~kandelain","@rissa no i am not american ... well since america is a large continent, i am not a us citizen, no"
11656,"2023-10-19 13:37:56","#atropa","rissa!uid624308","Frock you"
11655,"2023-10-19 13:37:53","#atropa","rissa!uid624308","I will look at you and say"
11654,"2023-10-19 13:37:47","#atropa","rissa!uid624308","Lets say you got the $5 okay?"
11653,"2023-10-19 13:37:32","#atropa","crypto!uid622914","So whoever gets the $5 is screwed or got the short stick."
11652,"2023-10-19 13:37:31","#atropa","rissa!uid624308","Bye bitch"
11650,"2023-10-19 13:37:26","#atropa","rissa!uid624308","Are you the American stereotype"
11649,"2023-10-19 13:37:13","#atropa","rissa!uid624308","I eat everything, minus sugar."
11648,"2023-10-19 13:36:57","#atropa","b0s!~kandelain","or do you eat meat ?"
11647,"2023-10-19 13:36:54","#atropa","b0s!~kandelain","are you guys vegan"
11646,"2023-10-19 13:36:43","#atropa","rissa!uid624308","I'm taking the $10. Don't try to pull a sunnyD on me and fuck me with that overcastD"
11645,"2023-10-19 13:36:24","#atropa","crypto!uid622914","Lol"
11644,"2023-10-19 13:36:17","#atropa","b0s!~kandelain","where's the patent on that?"
11643,"2023-10-19 13:36:00","#atropa","rissa!uid624308","French fries are eaten with sugar free ketchup"
11642,"2023-10-19 13:35:45","#atropa","crypto!uid622914","If someone offered you 10$ in one hand and $5 in the other. Which one do you choose. One persons getting screwed cause i dont believe you will wait and say lets split the $15 evenly"
11641,"2023-10-19 13:35:43","#atropa","b0s!~kandelain","do you eat fries with mayo or ketchup @rissa ?"
11640,"2023-10-19 13:35:35","#atropa","rissa!uid624308","You want to do the money taking from others. Crypto and stocks are bad. But our ignorance is bliss, we roll with it"
11639,"2023-10-19 13:35:32","#atropa","Minecraft_Sleepover!uid624365","https://youtu.be/yXGXaJb_8jw"
11638,"2023-10-19 13:35:07","#atropa","rissa!uid624308","My objective as well as all of yours. Is to take your money, when you dont want me to take your money."
11637,"2023-10-19 13:34:41","#atropa","crypto!uid622914","Everyone is here to FUCK you"
11636,"2023-10-19 13:34:30","#atropa","rissa!uid624308","Don't ever fucking fuck me"
11635,"2023-10-19 13:34:20","#atropa","crypto!uid622914","Lmaoooooo"
11634,"2023-10-19 13:34:19","#atropa","rissa!uid624308","Don't fuck me"
11633,"2023-10-19 13:34:14","#atropa","rissa!uid624308","I can smell when someone is trying to fuck me from a mile away"
11632,"2023-10-19 13:34:09","#atropa","b0s!~kandelain","@rissa is here for the tech !"
11631,"2023-10-19 13:33:59","#atropa","crypto!uid622914","So far i trust math more that. HOPIUM"
11630,"2023-10-19 13:33:58","#atropa","rissa!uid624308","@crypto: I am pro crypto, anti bullshit"
11629,"2023-10-19 13:33:48","#atropa","Minecraft_Sleepover!uid624365","https://youtu.be/ZT1K64_HdUQ"
11628,"2023-10-19 13:33:37","#atropa","rissa!uid624308","@SunnyD: not everything is about math"
11627,"2023-10-19 13:33:33","#atropa","crypto!uid622914","OHHH god. @rissa. You are a crypto Hater i see. Am here for the gains. Forget your ethics. The blockchain dont lie"
